921, cat,500,1.563884, ,,,921,1.563884,,921,500
941, cat,500,1.552667, ,,,941,1.552667,,941,500
961, cat,498,1.548222, ,,,961,1.548222,,961,498
981, cat,500,1.543913, ,,,981,1.543913,,981,500
1001, cat,499,1.548776, ,,,1001,1.548776,,1001,499
1021, cat,497,1.549471, ,,,1021,1.549471,,1021,497
1041, cat,500,1.547008, ,,,1041,1.547008,,1041,500
1061, cat,496,1.548215, ,,,1061,1.548215,,1061,496
1081, cat,497,1.545195, ,,,1081,1.545195,,1081,497
1101, cat,500,1.546286, ,,,1101,1.546286,,1101,500
1121, cat,500,1.540759, ,,,1121,1.540759,,1121,500
1141, cat,498,1.53256, ,,,1141,1.53256,,1141,498
1161, cat,497,1.524185, ,,,1161,1.524185,,1161,497
1181, cat,499,1.514319, ,,,1181,1.514319,,1181,499
1201, cat,499,1.49596, ,,,1201,1.49596,,1201,499
1221, cat,499,1.491707, ,,,1221,1.491707,,1221,499
1241, cat,498,1.486313, ,,,1241,1.486313,,1241,498
1261, cat,500,1.475482, ,,,1261,1.475482,,1261,500
1281, cat,498,1.465836, ,,,1281,1.465836,,1281,498
1301, cat,500,1.448643, ,,,1301,1.448643,,1301,500
1321, cat,500,1.437149, ,,,1321,1.437149,,1321,500
1341, cat,500,1.424396, ,,,1341,1.424396,,1341,500
1361, cat,500,1.392733, ,,,1361,1.392733,,1361,500
1381, cat,499,1.385751, ,,,1381,1.385751,,1381,499
1401, cat,498,1.367356, ,,,1401,1.367356,,1401,498
1421, cat,500,1.353879, ,,,1421,1.353879,,1421,500
1441, cat,500,1.34767, ,,,1441,1.34767,,1441,500
1461, cat,499,1.342997, ,,,1461,1.342997,,1461,499
1481, cat,499,1.335192, ,,,1481,1.335192,,1481,499
1501, cat,499,1.325293, ,,,1501,1.325293,,1501,499
1521, cat,500,1.324953, ,,,1521,1.324953,,1521,500
1541, cat,499,1.321288, ,,,1541,1.321288,,1541,499
1561, cat,500,1.30981, ,,,1561,1.30981,,1561,500
1581, cat,500,1.303864, ,,,1581,1.303864,,1581,500
1601, cat,500,1.292052, ,,,1601,1.292052,,1601,500
1621, cat,498,1.289677, ,,,1621,1.289677,,1621,498
1641, cat,500,1.287004, ,,,1641,1.287004,,1641,500
1661, cat,500,1.281931, ,,,1661,1.281931,,1661,500
1681, cat,500,1.269444, ,,,1681,1.269444,,1681,500
1701, cat,500,1.271699, ,,,1701,1.271699,,1701,500
1721, cat,498,1.274916, ,,,1721,1.274916,,1721,498
1741, cat,499,1.259356, ,,,1741,1.259356,,1741,499
1761, cat,500,1.25348, ,,,1761,1.25348,,1761,500
1781, cat,500,1.257722, ,,,1781,1.257722,,1781,500
1801, cat,498,1.253465, ,,,1801,1.253465,,1801,498
1821, cat,499,1.259782, ,,,1821,1.259782,,1821,499
1841, cat,500,1.253876, ,,,1841,1.253876,,1841,500
1861, cat,500,1.250169, ,,,1861,1.250169,,1861,500
1881, cat,500,1.247686, ,,,1881,1.247686,,1881,500
1901, cat,498,1.256829, ,,,1901,1.256829,,1901,498
1921, cat,499,1.245337, ,,,1921,1.245337,,1921,499
1941, cat,499,1.242784, ,,,1941,1.242784,,1941,499
1961, cat,499,1.239055, ,,,1961,1.239055,,1961,499
1981, cat,500,1.238468, ,,,1981,1.238468,,1981,500
2001, cat,499,1.240122, ,,,2001,1.240122,,2001,499
2021, cat,500,1.246744, ,,,2021,1.246744,,2021,500
2041, cat,499,1.253612, ,,,2041,1.253612,,2041,499
2061, cat,500,1.263884, ,,,2061,1.263884,,2061,500
2081, cat,500,1.265413, ,,,2081,1.265413,,2081,500
2101, cat,500,1.262216, ,,,2101,1.262216,,2101,500
2121, cat,500,1.260068, ,,,2121,1.260068,,2121,500
2141, cat,499,1.257063, ,,,2141,1.257063,,2141,499
2161, cat,498,1.261209, ,,,2161,1.261209,,2161,498
2181, cat,497,1.264938, ,,,2181,1.264938,,2181,497
2201, cat,500,1.270514, ,,,2201,1.270514,,2201,500
2221, cat,498,1.272692, ,,,2221,1.272692,,2221,498
2241, cat,500,1.270816, ,,,2241,1.270816,,2241,500
2261, cat,497,1.279203, ,,,2261,1.279203,,2261,497
2281, cat,496,1.285576, ,,,2281,1.285576,,2281,496
2301, cat,500,1.289092, ,,,2301,1.289092,,2301,500
2321, cat,500,1.299106, ,,,2321,1.299106,,2321,500
2341, cat,499,1.304972, ,,,2341,1.304972,,2341,499
2361, cat,500,1.299711, ,,,2361,1.299711,,2361,500
2381, cat,499,1.306806, ,,,2381,1.306806,,2381,499
2401, cat,500,1.317661, ,,,2401,1.317661,,2401,500
2421, cat,499,1.330437, ,,,2421,1.330437,,2421,499
2441, cat,500,1.335992, ,,,2441,1.335992,,2441,500
2461, cat,500,1.335075, ,,,2461,1.335075,,2461,500
2481, cat,497,1.339143, ,,,2481,1.339143,,2481,497
2501, cat,500,1.320792, ,,,2501,1.320792,,2501,500
2521, cat,497,1.326462, ,,,2521,1.326462,,2521,497
2541, cat,499,1.321624, ,,,2541,1.321624,,2541,499
2561, cat,498,1.326088, ,,,2561,1.326088,,2561,498
2581, cat,500,1.329003, ,,,2581,1.329003,,2581,500
2601, cat,500,1.32905, ,,,2601,1.32905,,2601,500
2621, cat,498,1.338312, ,,,2621,1.338312,,2621,498
2641, cat,496,1.351733, ,,,2641,1.351733,,2641,496
2661, cat,500,1.347248, ,,,2661,1.347248,,2661,500
2681, cat,499,1.34741, ,,,2681,1.34741,,2681,499
2701, cat,498,1.35272, ,,,2701,1.35272,,2701,498
2721, cat,498,1.349841, ,,,2721,1.349841,,2721,498
2741, cat,499,1.331394, ,,,2741,1.331394,,2741,499
2761, cat,498,1.328727, ,,,2761,1.328727,,2761,498
2781, cat,500,1.325701, ,,,2781,1.325701,,2781,500
2801, cat,499,1.327115, ,,,2801,1.327115,,2801,499
2821, cat,497,1.335044, ,,,2821,1.335044,,2821,497
2841, cat,500,1.344419, ,,,2841,1.344419,,2841,500
2861, cat,500,1.348486, ,,,2861,1.348486,,2861,500
2881, cat,500,1.345871, ,,,2881,1.345871,,2881,500
2901, cat,500,1.354521, ,,,2901,1.354521,,2901,500
2921, cat,499,1.364564, ,,,2921,1.364564,,2921,499
2941, cat,499,1.37122, ,,,2941,1.37122,,2941,499
2961, cat,500,1.370667, ,,,2961,1.370667,,2961,500
2981, cat,500,1.373388, ,,,2981,1.373388,,2981,500
3001, cat,500,1.379454, ,,,3001,1.379454,,3001,500
3021, cat,500,1.3822, ,,,3021,1.3822,,3021,500
3041, cat,500,1.382191, ,,,3041,1.382191,,3041,500
3061, cat,500,1.383135, ,,,3061,1.383135,,3061,500
3081, cat,499,1.383814, ,,,3081,1.383814,,3081,499
3101, cat,500,1.389126, ,,,3101,1.389126,,3101,500
3121, cat,500,1.385933, ,,,3121,1.385933,,3121,500
3141, cat,499,1.378218, ,,,3141,1.378218,,3141,499
3161, cat,499,1.374279, ,,,3161,1.374279,,3161,499
3181, cat,499,1.370779, ,,,3181,1.370779,,3181,499
3201, cat,500,1.360798, ,,,3201,1.360798,,3201,500
3221, cat,500,1.377536, ,,,3221,1.377536,,3221,500
3241, cat,500,1.384372, ,,,3241,1.384372,,3241,500
3261, cat,500,1.382923, ,,,3261,1.382923,,3261,500
3281, cat,500,1.380354, ,,,3281,1.380354,,3281,500
3301, cat,500,1.378002, ,,,3301,1.378002,,3301,500
3321, cat,499,1.376213, ,,,3321,1.376213,,3321,499
3341, cat,500,1.367793, ,,,3341,1.367793,,3341,500
3361, cat,500,1.370149, ,,,3361,1.370149,,3361,500
3381, cat,499,1.365502, ,,,3381,1.365502,,3381,499
3401, cat,500,1.363993, ,,,3401,1.363993,,3401,500
3421, cat,500,1.368128, ,,,3421,1.368128,,3421,500
3441, cat,500,1.358136, ,,,3441,1.358136,,3441,500
3461, cat,499,1.362717, ,,,3461,1.362717,,3461,499
3481, cat,499,1.368145, ,,,3481,1.368145,,3481,499
3501, cat,500,1.364446, ,,,3501,1.364446,,3501,500
3521, cat,497,1.367701, ,,,3521,1.367701,,3521,497
3541, cat,500,1.357841, ,,,3541,1.357841,,3541,500
3561, cat,500,1.357502, ,,,3561,1.357502,,3561,500
3581, cat,500,1.371786, ,,,3581,1.371786,,3581,500
3601, cat,500,1.368746, ,,,3601,1.368746,,3601,500
3621, cat,500,1.369685, ,,,3621,1.369685,,3621,500
3641, cat,500,1.369003, ,,,3641,1.369003,,3641,500
3661, cat,499,1.372428, ,,,3661,1.372428,,3661,499
3681, cat,500,1.37339, ,,,3681,1.37339,,3681,500
3701, cat,500,1.366683, ,,,3701,1.366683,,3701,500
3721, cat,500,1.364358, ,,,3721,1.364358,,3721,500
3741, cat,499,1.37075, ,,,3741,1.37075,,3741,499
3761, cat,500,1.372091, ,,,3761,1.372091,,3761,500
3781, cat,500,1.381509, ,,,3781,1.381509,,3781,500
3801, cat,500,1.381528, ,,,3801,1.381528,,3801,500
3821, cat,500,1.384841, ,,,3821,1.384841,,3821,500
3841, cat,500,1.386097, ,,,3841,1.386097,,3841,500
3861, cat,499,1.391906, ,,,3861,1.391906,,3861,499
3881, cat,498,1.397979, ,,,3881,1.397979,,3881,498
3901, cat,500,1.390396, ,,,3901,1.390396,,3901,500
3921, cat,500,1.390357, ,,,3921,1.390357,,3921,500
3941, cat,500,1.399101, ,,,3941,1.399101,,3941,500
3961, cat,500,1.398405, ,,,3961,1.398405,,3961,500
3981, cat,500,1.395106, ,,,3981,1.395106,,3981,500
4001, cat,499,1.397459, ,,,4001,1.397459,,4001,499
4021, cat,498,1.388575, ,,,4021,1.388575,,4021,498
4041, cat,500,1.378947, ,,,4041,1.378947,,4041,500
4061, cat,500,1.37568, ,,,4061,1.37568,,4061,500
4081, cat,500,1.366275, ,,,4081,1.366275,,4081,500
4101, cat,499,1.368705, ,,,4101,1.368705,,4101,499
4121, cat,499,1.369291, ,,,4121,1.369291,,4121,499
4141, cat,500,1.36015, ,,,4141,1.36015,,4141,500
4161, cat,498,1.356667, ,,,4161,1.356667,,4161,498
4181, cat,500,1.353158, ,,,4181,1.353158,,4181,500
4201, cat,500,1.346693, ,,,4201,1.346693,,4201,500
4221, cat,500,1.340688, ,,,4221,1.340688,,4221,500
4241, cat,500,1.340151, ,,,4241,1.340151,,4241,500
4261, cat,500,1.343702, ,,,4261,1.343702,,4261,500
4281, cat,500,1.356711, ,,,4281,1.356711,,4281,500
4301, cat,500,1.358628, ,,,4301,1.358628,,4301,500
4321, cat,500,1.355978, ,,,4321,1.355978,,4321,500
4341, cat,500,1.359068, ,,,4341,1.359068,,4341,500
4361, cat,500,1.355247, ,,,4361,1.355247,,4361,500
4381, cat,500,1.355013, ,,,4381,1.355013,,4381,500
4401, cat,500,1.357525, ,,,4401,1.357525,,4401,500
